Player,Player original name,Event,Team,Position,Games Played,Win percentage,KDA,KP,DTH%,GD@10,XPD@10,CSPM,DPM,DMG%,GOLD%,WPM,WCPM,Year
113,Doğukan Balcı,LEC 2023 Summer Season,Astralis,Jungle,9.0,33.0,2.7,76.2,18.6,21.0,18.0,5.0,302.0,16.2,19.0,0.28,0.23,2023
113,Doğukan Balcı,LEC 2023 Spring Groups,Astralis,Jungle,7.0,29.0,1.6,82.7,25.9,-463.0,-317.0,3.9,337.0,15.1,14.3,0.24,0.21,2023
113,Doğukan Balcı,LEC 2023 Spring Season,Astralis,Jungle,9.0,67.0,4.0,75.6,20.8,-245.0,-318.0,4.4,339.0,16.2,17.4,0.5,0.28,2023
113,Doğukan Balcı,LEC 2023 Winter Groups,Astralis,Jungle,8.0,38.0,2.5,67.6,24.8,-179.0,-142.0,4.4,280.0,13.0,15.8,0.22,0.45,2023
113,Doğukan Balcı,LEC 2023 Winter Season,Astralis,Jungle,9.0,33.0,2.5,72.2,20.1,-111.0,-161.0,4.8,263.0,13.1,17.1,0.27,0.32,2023
113,Doğukan Balcı,Coupe de France 2022,Karmine Corp,Jungle,10.0,70.0,3.6,66.9,29.2,84.0,-77.0,5.1,528.0,18.4,18.1,0.45,0.31,2022
113,Doğukan Balcı,LFL 2022 Summer Playoffs,Karmine Corp,Jungle,4.0,25.0,1.6,63.6,31.0,-248.0,-317.0,5.0,286.0,13.0,15.0,0.25,0.52,2022
113,Doğukan Balcı,LFL 2022 Summer,Karmine Corp,Jungle,18.0,50.0,1.9,66.1,30.5,58.0,92.0,4.7,288.0,12.3,14.6,0.32,0.3,2022
113,Doğukan Balcı,EM 2022 Spring Main Event,Karmine Corp,Jungle,20.0,75.0,4.1,72.4,28.2,257.0,22.0,4.9,296.0,13.0,15.7,0.34,0.37,2022
113,Doğukan Balcı,EM 2022 Spring Play-In,Karmine Corp,Jungle,8.0,100.0,5.7,67.9,25.3,4.0,-336.0,4.8,374.0,15.3,16.3,0.42,0.23,2022
113,Doğukan Balcı,LFL 2022 Spring Playoffs,Karmine Corp,Jungle,7.0,14.0,1.4,73.2,30.1,-165.0,-46.0,4.5,265.0,13.5,14.6,0.33,0.25,2022
113,Doğukan Balcı,LFL 2022 Spring,Karmine Corp,Jungle,18.0,67.0,3.5,63.6,26.2,136.0,79.0,6.3,297.0,14.5,16.6,0.39,0.27,2022
113,Doğukan Balcı,EM 2021 Summer Main Event,Giants,Jungle,10.0,50.0,2.7,72.7,20.7,-282.0,-128.0,5.0,429.0,20.4,18.8,0.37,0.26,2021
113,Doğukan Balcı,LVP SL 2021 Summer Playoffs,Giants,Jungle,13.0,69.0,3.6,74.3,29.5,267.0,-114.0,5.5,427.0,21.1,19.5,0.36,0.25,2021
113,Doğukan Balcı,LVP SL 2021 Summer,Giants,Jungle,18.0,44.0,2.0,68.6,28.6,-13.0,-51.0,5.1,361.0,17.4,17.0,0.52,0.32,2021
113,Doğukan Balcı,Turkey Academy 2021 Winter Playoffs,SuperMassive Academy,Jungle,3.0,0.0,2.5,74.4,21.7,210.0,-218.0,5.2,330.0,19.8,19.9,0.42,0.32,2021
113,Doğukan Balcı,Turkey Academy 2021 Winter,SuperMassive Academy,Jungle,20.0,65.0,5.0,73.6,19.2,212.0,134.0,6.1,375.0,21.5,19.8,0.34,0.32,2021
113,Doğukan Balcı,Turkey Academy 2020 Summer,SuperMassive Academy,Jungle,14.0,43.0,2.6,75.8,24.8,92.0,107.0,5.1,273.0,15.0,19.1,0.37,0.32,2020
113,Doğukan Balcı,Turkey Academy 2020 Winter Playoffs,SuperMassive Academy,Jungle,3.0,0.0,1.7,63.2,25.0,6.0,-378.0,3.6,210.0,11.1,13.6,0.57,0.4,2020
113,Doğukan Balcı,Turkey Academy 2020 Winter,SuperMassive Academy,Jungle,15.0,53.0,4.0,66.4,20.9,102.0,-15.0,4.9,343.0,19.3,18.0,0.6,0.33,2020
Elyoya,Javier Prades Batalla,LEC 2023 Summer Groups,MAD Lions,Jungle,2.0,0.0,2.8,57.9,12.1,-597.0,-138.0,5.6,161.0,8.9,16.2,0.69,0.49,2023
Elyoya,Javier Prades Batalla,LEC 2023 Summer Season,MAD Lions,Jungle,9.0,44.0,3.0,67.2,17.4,-216.0,-115.0,5.5,328.0,13.6,19.0,0.41,0.37,2023
Elyoya,Javier Prades Batalla,MSI 2023,MAD Lions,Jungle,6.0,0.0,2.1,67.1,17.9,216.0,-96.0,5.5,305.0,15.9,20.4,0.48,0.22,2023
Elyoya,Javier Prades Batalla,LEC 2023 Spring Playoffs,MAD Lions,Jungle,14.0,64.0,5.9,71.5,15.3,118.0,172.0,5.5,279.0,13.4,18.6,0.36,0.4,2023
Elyoya,Javier Prades Batalla,LEC 2023 Spring Groups,MAD Lions,Jungle,7.0,57.0,5.4,75.6,16.8,-108.0,66.0,5.0,284.0,12.1,16.6,0.3,0.42,2023
Elyoya,Javier Prades Batalla,LEC 2023 Spring Season,MAD Lions,Jungle,10.0,40.0,3.0,80.2,17.4,-17.0,-36.0,5.0,327.0,13.0,17.1,0.44,0.37,2023
Elyoya,Javier Prades Batalla,LEC 2023 Winter Playoffs,MAD Lions,Jungle,12.0,50.0,3.5,70.9,17.9,175.0,221.0,5.2,375.0,15.3,18.8,0.31,0.43,2023
Elyoya,Javier Prades Batalla,LEC 2023 Winter Groups,MAD Lions,Jungle,7.0,57.0,3.6,72.5,20.0,83.0,62.0,5.0,405.0,15.8,17.7,0.45,0.43,2023
Elyoya,Javier Prades Batalla,LEC 2023 Winter Season,MAD Lions,Jungle,9.0,78.0,7.8,69.4,13.8,26.0,-78.0,5.7,276.0,11.7,18.0,0.59,0.5,2023
Elyoya,Javier Prades Batalla,Worlds 2022 Play-In,MAD Lions,Jungle,12.0,50.0,5.3,78.4,14.7,248.0,216.0,6.0,300.0,14.9,20.4,0.32,0.57,2022
Elyoya,Javier Prades Batalla,LEC 2022 Summer Playoffs,MAD Lions,Jungle,9.0,33.0,2.4,65.1,21.2,141.0,34.0,4.7,281.0,13.9,17.3,0.34,0.48,2022
Elyoya,Javier Prades Batalla,LEC 2022 Summer,MAD Lions,Jungle,18.0,67.0,4.6,73.3,20.7,182.0,115.0,5.4,288.0,14.4,17.4,0.41,0.5,2022
Elyoya,Javier Prades Batalla,LEC 2022 Spring,MAD Lions,Jungle,18.0,44.0,3.8,76.1,19.1,193.0,212.0,6.0,323.0,17.6,19.5,0.38,0.46,2022
Elyoya,Javier Prades Batalla,Worlds 2021 Main Event,MAD Lions,Jungle,11.0,36.0,2.7,70.7,21.6,-12.0,37.0,5.3,258.0,13.5,17.3,0.39,0.45,2021
Elyoya,Javier Prades Batalla,LEC 2021 Summer Playoffs,MAD Lions,Jungle,11.0,82.0,7.7,74.7,12.8,-119.0,-59.0,5.6,363.0,15.5,18.6,0.45,0.36,2021
Elyoya,Javier Prades Batalla,LEC 2021 Summer,MAD Lions,Jungle,18.0,67.0,4.8,70.5,16.1,-31.0,7.0,5.9,348.0,16.1,19.0,0.38,0.34,2021
Elyoya,Javier Prades Batalla,MSI 2021,MAD Lions,Jungle,21.0,57.0,4.6,66.5,16.0,142.0,53.0,6.1,295.0,14.1,18.2,0.49,0.38,2021
Elyoya,Javier Prades Batalla,LEC 2021 Spring Playoffs,MAD Lions,Jungle,13.0,69.0,5.0,73.5,19.2,0.0,78.0,5.7,285.0,13.9,18.0,0.45,0.44,2021
Elyoya,Javier Prades Batalla,LEC 2021 Spring,MAD Lions,Middle,1.0,0.0,1.8,64.7,20.7,-217.0,-483.0,6.7,503.0,26.3,21.9,0.18,0.18,2021
Elyoya,Javier Prades Batalla,LEC 2021 Spring,MAD Lions,Jungle,17.0,59.0,4.8,73.7,16.6,256.0,265.0,6.5,366.0,18.6,20.6,0.44,0.36,2021
Elyoya,Javier Prades Batalla,EM 2020 Summer Main Event,Movistar Riders,Jungle,7.0,57.0,4.3,71.6,14.9,-215.0,-164.0,6.1,425.0,19.1,19.8,0.39,0.36,2020
Elyoya,Javier Prades Batalla,LVP SLO 2020 Summer Playoffs,Movistar Riders,Jungle,6.0,100.0,13.4,75.8,13.0,193.0,284.0,6.1,421.0,17.6,19.4,0.37,0.48,2020
Elyoya,Javier Prades Batalla,LVP SLO 2020 Summer,Movistar Riders,Jungle,17.0,76.0,9.5,80.2,14.6,621.0,754.0,6.5,344.0,18.0,20.3,0.35,0.47,2020
Elyoya,Javier Prades Batalla,LVP SLO 2020 Summer,Movistar Riders,Middle,1.0,100.0,12.5,71.4,12.5,109.0,503.0,8.6,768.0,24.4,24.4,0.2,0.71,2020
Elyoya,Javier Prades Batalla,EM 2020 Spring Main Event,Movistar Riders,Jungle,13.0,62.0,4.9,70.2,15.6,130.0,200.0,6.4,296.0,15.0,20.2,0.24,0.44,2020
Elyoya,Javier Prades Batalla,LVP SLO 2020 Spring Playoffs,Movistar Riders,Jungle,11.0,73.0,5.5,73.3,16.8,156.0,352.0,6.4,413.0,16.7,20.6,0.41,0.41,2020
Elyoya,Javier Prades Batalla,LVP SLO 2020 Spring,Movistar Riders,Jungle,18.0,72.0,5.1,65.5,17.9,69.0,-8.0,5.3,250.0,13.4,16.4,0.8,0.54,2020
Caps,Rasmus Borregaard Winther,LEC 2023 Summer Groups,G2 Esports,Middle,4.0,100.0,4.6,64.0,27.9,7.0,-87.0,9.3,799.0,31.4,26.3,0.21,0.21,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Summer Season,G2 Esports,Middle,9.0,89.0,4.6,60.3,21.7,339.0,431.0,8.7,513.0,21.8,22.6,0.3,0.3,2023
Caps,Rasmus Borregaard Winther,MSI 2023,G2 Esports,Middle,15.0,60.0,3.1,65.6,22.8,-261.0,-185.0,7.0,452.0,20.6,18.9,0.25,0.15,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Spring Playoffs,G2 Esports,Middle,5.0,40.0,1.9,50.0,25.7,197.0,218.0,8.1,479.0,22.8,22.5,0.3,0.26,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Spring Groups,G2 Esports,Middle,8.0,63.0,1.8,50.4,30.3,-110.0,-27.0,8.3,416.0,19.2,21.3,0.28,0.28,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Spring Season,G2 Esports,Middle,9.0,67.0,3.7,57.5,22.6,1.0,23.0,8.1,656.0,24.8,21.8,0.31,0.18,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Winter Playoffs,G2 Esports,Middle,7.0,86.0,4.2,58.0,25.0,46.0,-73.0,7.7,502.0,20.8,21.7,0.29,0.32,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Winter Groups,G2 Esports,Middle,5.0,80.0,5.2,70.1,22.0,-326.0,-11.0,8.4,658.0,24.0,23.5,0.26,0.23,2023
Caps,Rasmus Borregaard Winther,LEC 2023 Winter Season,G2 Esports,Middle,9.0,67.0,3.7,55.3,20.4,196.0,219.0,7.7,494.0,20.7,21.5,0.31,0.16,2023
Caps,Rasmus Borregaard Winther,Worlds 2022 Main Event,G2 Esports,Middle,6.0,17.0,2.1,61.8,19.0,-387.0,-112.0,8.1,424.0,24.1,23.6,0.29,0.17,2022
Caps,Rasmus Borregaard Winther,LEC 2022 Summer Playoffs,G2 Esports,Middle,10.0,60.0,5.6,76.9,17.1,-58.0,-110.0,8.8,608.0,26.2,24.0,0.31,0.19,2022
Caps,Rasmus Borregaard Winther,LEC 2022 Summer,G2 Esports,Middle,18.0,67.0,3.6,68.5,26.8,-42.0,-91.0,8.5,645.0,28.6,23.3,0.38,0.24,2022
Caps,Rasmus Borregaard Winther,MSI 2022,G2 Esports,Middle,21.0,62.0,3.6,66.1,22.5,112.0,36.0,8.3,487.0,26.2,23.7,0.43,0.23,2022
Caps,Rasmus Borregaard Winther,LEC 2022 Spring Playoffs,G2 Esports,Middle,16.0,81.0,4.8,63.7,21.5,-38.0,54.0,7.9,556.0,27.5,23.5,0.45,0.28,2022
Caps,Rasmus Borregaard Winther,LEC 2022 Spring,G2 Esports,Middle,18.0,61.0,3.5,68.1,21.7,52.0,-114.0,8.4,456.0,25.3,23.8,0.39,0.17,2022
Caps,Rasmus Borregaard Winther,LEC 2021 Summer Playoffs,G2 Esports,Middle,9.0,33.0,2.5,73.1,22.0,-112.0,-2.0,8.7,505.0,25.5,24.7,0.35,0.2,2021
Caps,Rasmus Borregaard Winther,LEC 2021 Summer,G2 Esports,Middle,18.0,67.0,3.5,61.2,23.2,193.0,136.0,8.2,459.0,22.7,22.3,0.4,0.19,2021
Caps,Rasmus Borregaard Winther,LEC 2021 Spring Playoffs,G2 Esports,Middle,13.0,38.0,3.4,80.4,18.3,1.0,-57.0,9.0,605.0,31.7,27.5,0.41,0.18,2021
Caps,Rasmus Borregaard Winther,LEC 2021 Spring,G2 Esports,Middle,18.0,78.0,6.0,64.3,15.0,186.0,273.0,8.7,572.0,26.6,23.9,0.37,0.16,2021
Caps,Rasmus Borregaard Winther,Worlds 2020 Main Event,G2 Esports,Middle,14.0,57.0,4.2,72.8,19.1,-120.0,-1.0,8.4,555.0,26.3,23.7,0.33,0.17,2020
Caps,Rasmus Borregaard Winther,LEC 2020 Summer Playoffs,G2 Esports,Middle,17.0,65.0,4.7,67.8,16.7,63.0,26.0,8.5,561.0,27.0,24.9,0.37,0.18,2020
Caps,Rasmus Borregaard Winther,LEC 2020 Summer,G2 Esports,Middle,18.0,61.0,4.8,71.3,16.2,88.0,-71.0,9.2,575.0,29.4,26.2,0.4,0.19,2020
Caps,Rasmus Borregaard Winther,LEC 2020 Spring Playoffs,G2 Esports,ADC,16.0,69.0,3.8,74.0,22.4,-70.0,-236.0,8.8,747.0,32.9,27.9,0.35,0.28,2020
Caps,Rasmus Borregaard Winther,LEC 2020 Spring,G2 Esports,ADC,18.0,83.0,6.6,74.3,18.2,-10.0,148.0,8.0,627.0,27.2,24.4,0.32,0.24,2020
Caps,Rasmus Borregaard Winther,Worlds 2019 Main Event,G2 Esports,Middle,18.0,61.0,3.4,64.0,17.8,193.0,114.0,8.5,426.0,24.8,23.6,0.43,0.18,2019
Caps,Rasmus Borregaard Winther,LEC 2019 Summer Playoffs,G2 Esports,Middle,10.0,60.0,3.0,52.5,23.2,-39.0,126.0,7.7,520.0,25.8,21.7,0.44,0.12,2019
Caps,Rasmus Borregaard Winther,LEC 2019 Summer,G2 Esports,Middle,18.0,83.0,3.8,53.6,23.8,277.0,158.0,8.4,599.0,27.1,23.6,0.36,0.18,2019
Caps,Rasmus Borregaard Winther,MSI 2019 Main Event,G2 Esports,Middle,18.0,61.0,3.3,69.9,21.1,-90.0,7.0,8.4,553.0,29.1,24.8,0.42,0.22,2019
Caps,Rasmus Borregaard Winther,LEC 2019 Spring Playoffs,G2 Esports,Support,1.0,100.0,17.0,70.8,0.0,-638.0,-821.0,2.2,292.0,14.9,15.1,0.8,0.32,2019
Caps,Rasmus Borregaard Winther,LEC 2019 Spring Playoffs,G2 Esports,Middle,5.0,100.0,6.2,65.9,19.6,-155.0,-198.0,8.9,525.0,25.2,24.4,0.35,0.26,2019
Caps,Rasmus Borregaard Winther,LEC 2019 Spring,G2 Esports,Middle,18.0,72.0,4.0,60.3,21.2,-27.0,-72.0,8.4,550.0,25.8,22.6,0.46,0.22,2019
Caps,Rasmus Borregaard Winther,Worlds 2018 Main Event,Fnatic,Middle,17.0,71.0,3.3,65.1,24.4,-171.0,-134.0,8.5,415.0,21.1,22.8,0.45,0.24,2018
Caps,Rasmus Borregaard Winther,EU LCS 2018 Summer Playoffs,Fnatic,Middle,8.0,75.0,3.8,76.8,24.1,-73.0,-168.0,9.0,610.0,31.6,25.9,0.44,0.27,2018
Caps,Rasmus Borregaard Winther,EU LCS 2018 Summer,Fnatic,Middle,18.0,72.0,3.7,67.8,25.3,433.0,613.0,9.2,559.0,30.9,26.1,0.45,0.26,2018
Caps,Rasmus Borregaard Winther,MSI 2018 Main Event,Fnatic,Middle,14.0,36.0,2.4,75.8,24.9,133.0,129.0,9.1,579.0,30.7,23.8,0.52,0.24,2018
Caps,Rasmus Borregaard Winther,EU LCS 2018 Spring Playoffs,Fnatic,Middle,7.0,86.0,7.1,80.4,18.3,120.0,243.0,9.6,663.0,29.9,24.2,0.49,0.15,2018
Caps,Rasmus Borregaard Winther,EU LCS 2018 Spring,Fnatic,Middle,18.0,78.0,4.3,65.3,21.0,-26.0,-123.0,10.1,659.0,32.6,24.3,0.46,0.29,2018
Caps,Rasmus Borregaard Winther,Worlds 2017 Main Event,Fnatic,Middle,12.0,42.0,2.7,66.7,23.0,21.0,-43.0,8.6,574.0,30.5,22.2,0.45,0.13,2017
Caps,Rasmus Borregaard Winther,Worlds 2017 Play-In,Fnatic,Middle,7.0,86.0,7.6,81.0,24.3,422.0,290.0,8.6,672.0,33.5,23.5,0.45,0.17,2017
Caps,Rasmus Borregaard Winther,EU Regional Finals 2017,Fnatic,Middle,3.0,100.0,4.6,76.7,35.7,-32.0,115.0,9.5,606.0,29.8,22.7,0.45,0.13,2017
Caps,Rasmus Borregaard Winther,EU LCS 2017 Summer Playoffs,Fnatic,Middle,9.0,44.0,3.2,70.6,20.7,103.0,98.0,8.9,508.0,28.2,23.0,0.49,0.13,2017
Caps,Rasmus Borregaard Winther,EU LCS 2017 Summer,Fnatic,Middle,29.0,79.0,5.7,72.5,23.9,64.0,152.0,8.8,682.0,33.1,23.4,0.5,0.19,2017
Caps,Rasmus Borregaard Winther,EU LCS 2017 Spring Playoffs,Fnatic,Middle,10.0,70.0,3.6,54.3,28.0,-20.0,2.0,8.9,462.0,25.4,23.1,0.47,0.16,2017
Caps,Rasmus Borregaard Winther,EU LCS 2017 Spring,Fnatic,Middle,36.0,47.0,3.1,64.2,23.1,6.0,44.0,8.5,482.0,25.8,23.1,0.55,0.18,2017
Caps,Rasmus Borregaard Winther,TCL 2016 Summer Playoffs,Dark Passage,Middle,8.0,75.0,3.5,65.0,24.2,289.0,347.0,7.6,613.0,30.0,22.6,0.47,0.21,2016
Caps,Rasmus Borregaard Winther,TCL 2016 Summer,Dark Passage,Middle,4.0,50.0,4.1,67.9,21.0,8.0,29.0,7.8,687.0,30.3,23.2,0.52,0.21,2016
Caps,Rasmus Borregaard Winther,EUCS 2016 Summer,Nerv,Middle,6.0,33.0,1.9,76.5,28.8,29.0,-311.0,8.0,469.0,27.9,23.3,0.5,0.19,2016
Caps,Rasmus Borregaard Winther,EUCS 2016 Summer Qualifiers,MOUZ,Middle,5.0,40.0,2.0,65.7,28.8,-246.0,-177.0,7.5,537.0,29.8,22.3,0.47,0.16,2016
Razork,Iván Martín Díaz,LEC 2023 Summer Groups,Fnatic,Jungle,2.0,0.0,1.7,90.9,24.0,319.0,94.0,5.3,298.0,17.0,16.3,0.33,0.47,2023
Razork,Iván Martín Díaz,LEC 2023 Summer Season,Fnatic,Jungle,9.0,78.0,4.2,73.9,30.0,472.0,245.0,5.7,449.0,18.6,19.8,0.31,0.4,2023
Razork,Iván Martín Díaz,LEC 2023 Spring Groups,Fnatic,Jungle,6.0,33.0,3.5,81.3,22.4,149.0,107.0,5.7,440.0,19.2,18.8,0.29,0.29,2023
Razork,Iván Martín Díaz,LEC 2023 Spring Season,Fnatic,Jungle,9.0,44.0,2.6,65.9,24.1,317.0,183.0,5.1,317.0,13.5,17.7,0.34,0.35,2023
Razork,Iván Martín Díaz,LEC 2023 Winter Season,Fnatic,Jungle,9.0,22.0,1.8,82.0,28.3,-228.0,-140.0,5.6,458.0,19.5,19.4,0.25,0.4,2023
Razork,Iván Martín Díaz,Worlds 2022 Main Event,Fnatic,Jungle,6.0,33.0,2.5,70.2,19.3,-114.0,-41.0,5.0,328.0,16.4,16.6,0.32,0.39,2022
Razork,Iván Martín Díaz,Worlds 2022 Play-In,Fnatic,Jungle,5.0,80.0,4.0,68.4,27.7,195.0,514.0,6.4,401.0,16.5,18.3,0.65,0.57,2022
Razork,Iván Martín Díaz,LEC 2022 Summer Playoffs,Fnatic,Jungle,16.0,63.0,3.5,66.3,21.4,84.0,103.0,4.8,313.0,12.7,15.4,0.41,0.38,2022
Razork,Iván Martín Díaz,LEC 2022 Summer,Fnatic,Jungle,19.0,53.0,2.5,66.1,23.9,82.0,138.0,4.9,312.0,14.3,16.8,0.39,0.45,2022
Razork,Iván Martín Díaz,LEC 2022 Spring Playoffs,Fnatic,Jungle,12.0,42.0,2.4,76.1,21.6,-258.0,23.0,5.4,334.0,17.4,18.6,0.45,0.37,2022
Razork,Iván Martín Díaz,LEC 2022 Spring,Fnatic,Jungle,18.0,72.0,4.1,68.5,23.6,69.0,67.0,5.9,359.0,18.1,17.9,0.37,0.35,2022
Razork,Iván Martín Díaz,LEC 2021 Summer Playoffs,Misfits Gaming,Jungle,10.0,40.0,2.0,73.2,23.6,-230.0,129.0,5.6,353.0,18.0,19.0,0.43,0.36,2021
Razork,Iván Martín Díaz,LEC 2021 Summer,Misfits Gaming,Jungle,18.0,67.0,3.9,77.1,24.5,54.0,169.0,5.6,397.0,20.6,18.7,0.48,0.42,2021
Razork,Iván Martín Díaz,LEC 2021 Spring,Misfits Gaming,Jungle,18.0,44.0,2.9,69.3,24.2,45.0,132.0,6.4,432.0,20.6,19.9,0.42,0.34,2021
Razork,Iván Martín Díaz,LEC 2020 Summer,Misfits Gaming,Jungle,18.0,39.0,2.1,69.2,25.3,10.0,-9.0,5.2,245.0,13.8,16.3,0.48,0.36,2020
Razork,Iván Martín Díaz,LEC 2020 Spring Playoffs,Misfits Gaming,Jungle,4.0,25.0,2.4,74.4,26.7,120.0,34.0,4.6,194.0,10.5,15.6,0.57,0.47,2020
Razork,Iván Martín Díaz,LEC 2020 Spring,Misfits Gaming,Jungle,18.0,56.0,2.6,66.5,25.4,164.0,92.0,5.0,235.0,14.8,16.8,0.7,0.39,2020
Razork,Iván Martín Díaz,EM 2019 Summer Main Event,Giants,Jungle,12.0,75.0,4.6,67.6,22.6,100.0,-138.0,4.8,382.0,19.3,17.8,0.88,0.33,2019
Razork,Iván Martín Díaz,LVP SLO 2019 Summer Playoffs,Giants,Jungle,8.0,75.0,4.0,70.3,20.8,-96.0,-153.0,5.1,315.0,16.7,17.2,0.74,0.45,2019
Razork,Iván Martín Díaz,LVP SLO 2019 Summer,Giants,Jungle,18.0,78.0,3.6,64.8,27.1,-65.0,66.0,4.8,246.0,13.2,16.2,0.97,0.45,2019
Razork,Iván Martín Díaz,LVP SLO 2019 Spring Playoffs,Giants,Jungle,4.0,25.0,1.5,72.4,25.9,-232.0,-443.0,4.8,155.0,8.8,15.8,0.65,0.36,2019
Razork,Iván Martín Díaz,LVP SLO 2019 Spring,Giants,Jungle,19.0,63.0,4.2,69.2,19.7,46.0,-38.0,5.2,240.0,15.3,16.9,0.47,0.4,2019
Razork,Iván Martín Díaz,EM 2018 Summer Play-In,Giants,Jungle,7.0,43.0,4.4,75.5,21.3,136.0,368.0,4.8,217.0,11.6,16.3,0.42,0.45,2018
Razork,Iván Martín Díaz,LVP SLO 2018 Summer Playoffs,Giants,Jungle,9.0,44.0,4.2,80.9,18.6,176.0,323.0,4.7,404.0,17.9,18.0,0.4,0.35,2018
Razork,Iván Martín Díaz,LVP SLO 2018 Summer,Giants,Jungle,27.0,59.0,3.6,67.9,22.4,49.0,-15.0,5.1,269.0,13.6,17.4,0.44,0.39,2018
Razork,Iván Martín Díaz,SLO 2018 Spring Playoffs,Giants,Jungle,1.0,0.0,1.8,100.0,26.7,,,5.1,,,,,,2018
Razork,Iván Martín Díaz,SuperLiga Orange 2018 Spring,Giants,Jungle,24.0,75.0,6.0,71.6,19.2,93.0,1.0,4.8,254.0,11.6,17.0,1.52,0.47,2018
Yike,Martin Sundelin,LEC 2023 Summer Groups,G2 Esports,Jungle,4.0,100.0,18.0,83.7,9.3,48.0,-145.0,5.1,325.0,12.8,17.3,0.23,0.28,2023
Yike,Martin Sundelin,LEC 2023 Summer Season,G2 Esports,Jungle,9.0,89.0,5.4,75.0,22.9,203.0,101.0,5.7,426.0,18.6,20.0,0.28,0.23,2023
Yike,Martin Sundelin,MSI 2023,G2 Esports,Jungle,15.0,60.0,4.8,75.2,16.8,209.0,55.0,5.4,516.0,22.4,21.7,0.24,0.27,2023
Yike,Martin Sundelin,LEC 2023 Spring Playoffs,G2 Esports,Jungle,5.0,40.0,2.8,62.9,22.9,203.0,308.0,5.4,384.0,17.4,19.5,0.29,0.35,2023
Yike,Martin Sundelin,LEC 2023 Spring Groups,G2 Esports,Jungle,8.0,63.0,4.5,72.6,17.4,584.0,376.0,6.6,515.0,23.0,21.4,0.27,0.29,2023
Yike,Martin Sundelin,LEC 2023 Spring Season,G2 Esports,Jungle,9.0,67.0,6.1,64.8,15.3,-26.0,222.0,5.6,393.0,15.0,18.0,0.29,0.36,2023
Yike,Martin Sundelin,LEC 2023 Winter Playoffs,G2 Esports,Jungle,7.0,86.0,6.4,69.6,19.7,111.0,79.0,6.2,584.0,23.2,21.2,0.24,0.29,2023
Yike,Martin Sundelin,LEC 2023 Winter Groups,G2 Esports,Jungle,5.0,80.0,5.8,77.3,22.0,345.0,141.0,6.7,687.0,24.4,19.7,0.23,0.28,2023
Yike,Martin Sundelin,LEC 2023 Winter Season,G2 Esports,Jungle,9.0,67.0,5.5,70.2,17.5,631.0,581.0,7.2,537.0,22.7,22.8,0.42,0.43,2023
Yike,Martin Sundelin,Coupe de France 2022,LDLC OL,Jungle,11.0,64.0,4.0,69.5,22.1,697.0,399.0,6.1,647.0,21.5,21.9,0.32,0.34,2022
Yike,Martin Sundelin,EM 2022 Summer Main Event,LDLC OL,Jungle,16.0,63.0,4.3,70.0,23.8,114.0,154.0,5.5,429.0,17.3,19.8,0.27,0.32,2022
Yike,Martin Sundelin,LFL 2022 Summer Playoffs,LDLC OL,Jungle,13.0,54.0,2.8,67.8,23.9,-95.0,-82.0,5.2,342.0,14.4,17.6,0.44,0.39,2022
Yike,Martin Sundelin,LFL 2022 Summer,LDLC OL,Jungle,18.0,94.0,7.1,69.8,17.8,-92.0,-126.0,6.2,367.0,16.2,18.3,0.35,0.38,2022
Yike,Martin Sundelin,EM 2022 Spring Main Event,LDLC OL,Jungle,16.0,81.0,4.9,69.8,21.7,-92.0,-32.0,5.5,362.0,16.9,18.4,0.36,0.33,2022
Yike,Martin Sundelin,LFL 2022 Spring Playoffs,LDLC OL,Jungle,8.0,75.0,7.7,73.0,15.4,199.0,159.0,5.0,294.0,17.0,18.7,0.39,0.28,2022
Yike,Martin Sundelin,LFL 2022 Spring,LDLC OL,Jungle,18.0,72.0,3.7,67.0,21.7,74.0,29.0,6.3,342.0,16.4,16.4,0.37,0.29,2022
Yike,Martin Sundelin,LFL 2022 Promotion,Team Oplon,Jungle,7.0,86.0,4.6,75.5,25.0,-178.0,1.0,5.3,377.0,18.6,18.6,0.56,0.26,2022
Yike,Martin Sundelin,LFL Division 2 2021 Playoffs,Team Oplon,Jungle,4.0,75.0,9.3,82.2,13.6,-272.0,-32.0,5.4,560.0,20.5,22.1,0.39,0.29,2021
Yike,Martin Sundelin,PG Nationals 2021 Spring Playoffs,Samsung Morning Stars,Jungle,12.0,50.0,3.8,69.3,14.1,-192.0,-357.0,6.9,404.0,20.7,20.2,0.52,0.4,2021
Yike,Martin Sundelin,PG Nationals 2021 Spring,Samsung Morning Stars,Jungle,14.0,50.0,3.2,68.4,20.0,28.0,210.0,6.4,363.0,20.2,20.2,0.59,0.3,2021
Yike,Martin Sundelin,NLC 2020 Fall Qualifier 2,Domino esports,Jungle,2.0,0.0,1.1,68.8,27.8,121.0,50.0,5.8,319.0,18.2,19.2,0.65,0.33,2020
Yike,Martin Sundelin,NLC 2020 Fall Qualifier 1,Domino esports,Jungle,5.0,60.0,2.4,60.4,27.9,-629.0,-499.0,5.7,340.0,16.0,17.2,0.39,0.24,2020
